Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
The Essentials: 52 Must-See Movies and Why They Matter,"Jeremy Arnold, Robert Osborne","",,,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
ブラッククローバー 5 [Burakku Kurōbā 5],Yûki Tabata,"",9784088806303,paperback,read,2022/07/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
They Are Cursed Like You,Holley Cornetto,"","",digital,to-read,2023/09/05,"","",0,"",,,,,,,,,"",,"",No
"Mieruko-Chan, Vol. 7",Tomoki Izumi,"Alexis Eckerman (Translator), Tomoki Izumi (Illustrator)",9781975361891,paperback,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,manga,No
The Merry Dredgers,Jeremy C. Shipp,"",9781946154460,paperback,to-read,2023/08/04,"","",0,"",,,,,,,,,"",,"",No
O Vale do Terror,Arthur Conan Doyle,"",9789899067103,paperback,read,2021/05/06,"","",1,"",,,,,,,5.0,,"",,"",No
The Lost City of the Monkey God,Douglas Preston,"",978145554006,digital,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
Dust,Hugh Howey,"",9781620510926,digital,to-read,2023/07/03,"","",0,"",,,,,,,,,"",,"",Yes
"One Piece, Vol. 7: The Crap-Geezer",Eiichiro Oda,"",9781591168522,paperback,read,2022/04/03,2022/04/03,2022/04/03,1,"",,,,,,,,,"",,manga,No
The Maid's Diary,Loreth Anne White,"",B09TZM8CZK,digital,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
A Dowry of Blood,S.T. Gibson,"",9780316501286,digital,to-read,2023/07/03,"","",0,"",,,,,,,,,"",,"",Yes
Duelo de Mutantes,Clark Darlton,"","",paperback,read,2021/05/08,"","",1,"",,,,,,,,,"",,"",No
"One Piece, Vol. 8: I Won't Die",Eiichiro Oda,"",9781421500751,paperback,read,2022/04/15,2022/04/01,2022/04/01,1,"",,,,,,,,,"",,manga,No
"Ranma 1/2 (2-in-1 Edition), Vol. 7",Rumiko Takahashi,"",9781421566207,paperback,read,2023/02/25,2023/02/25,2023/02/25,1,"",,,,,,,4.0,,"",,manga,No
O Oráculo Oculto,Rick Riordan,Regiane Winarski (Translator),9788580579284,paperback,read,2016/06/16,2016/06/23,2016/06/23,1,"",,,,,,,4.0,,"",,"",No
O Restaurante no Fim do Universo,"Douglas Adams, Carlos Irineu da Costa","",9788599296585,paperback,read,2015/03/19,2015/03/19,2015/03/19,1,"",,,,,,,3.0,,"",,"",No
Hamra and the Jungle of Memories,Hanna Alkaf,"",9780063207974,digital,to-read,2023/07/03,"","",0,"",,,,,,,,,"",,"",No
Antes de Watchmen - Coruja,J. Michael Straczynski,"Andy Kubert, Joe Kubert","",,read,2015/01/16,"","",1,"",,,,,,,,,"",,graphic-novels,No
"One Piece, Vol. 20: Showdown at Alubarna",Eiichiro Oda,"",9781421515144,paperback,read,2022/04/15,2022/04/01,2022/04/01,1,"",,,,,,,,,"",,manga,No
A Wizard of Earthsea,Ursula K. Le Guin,"",9780553383041,paperback,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
O Imortal,K.H. Scheer,Maria M. Würth Teixeira,"",paperback,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
Let's Pretend This Never Happened: A Mostly True Memoir,Jenny Lawson,"",9781611760859,audio,read,2017/01/18,2020/09/30,2020/09/30,1,"",,,,,,,5.0,,"",,"",No
"One Piece, Vol. 56: Thank You",Eiichiro Oda,"",9781421538501,paperback,read,2022/07/03,2022/07/03,2022/07/03,1,"",,,,,,,,,"",,manga,No
O Código Eterno,"Eoin Colfer, Alves Calado","",9788501068101,paperback,read,2013/08/06,"","",1,"",,,,,,,,,"",,"",No
ブラッククローバー 16 [Burakku Kurōbā 16],Yûki Tabata,"",9784088815138,paperback,read,2022/07/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
"Wayward, Volume 1: String Theory",Jim Zub,"",9781632151735,paperback,read,2015/03/12,2015/09/07,2015/09/07,1,"",,,,,,,5.0,,"",,graphic-novels,No
O Aliado do Gigante,Clark Darlton,"","",paperback,read,2021/05/08,"","",1,"",,,,,,,,,"",,"",No
Doctor Who: Four Doctors,Paul Cornell,Neil Edwards (Illustrator),9781782765967,hardcover,read,2015/09/29,2015/09/29,2015/09/29,1,"",,,,,,,4.0,,"",,graphic-novels,No
The Blighted Stars,Megan E. O'Keefe,"",9780316290807,digital,to-read,2023/07/24,"","",0,"",,,,,,,,,"",,lgbt,Yes
"One Piece, Vol. 67: Cool Fight",Eiichiro Oda,"",9781421553719,paperback,read,2022/07/13,2022/07/13,2022/07/13,1,"",,,,,,,,,"",,manga,No
Sh*t My Dad Says,Justin Halpern,"",,,read,2013/07/30,2010/12/05,2010/12/05,1,"",,,,,,,4.0,,"",,"",No
"One Piece, Vol. 26: Adventure on Kami's Island",Eiichiro Oda,"",9781421534428,paperback,read,2022/05/23,2022/03/01,2022/03/01,1,"",,,,,,,,,"",,manga,No
"One-Punch Man, Vol. 20",ONE,Yusuke Murata (Illustrator),9781974721351,digital,read,2023/03/12,2023/03/12,2023/03/12,1,"",,,,,,,,,"",,manga,No
"Sex Criminals, Volume 1: One Weird Trick",Matt Fraction,Chip Zdarsky (Illustrator),9781607069461,paperback,read,2016/12/13,"","",1,"",,,,,,,5.0,,"",,graphic-novels,No
ワンパンマン 8 [Wanpanman 8],ONE,"Yusuke Murata (Illustrator), 村田雄介 (Illustrator)",9784088803821,paperback,read,2022/07/14,2020/01/02,2020/01/02,1,"",,,,,,,,,"",,manga,No
文豪ストレイドッグス 7 [Bungō Stray Dogs 7],Kafka Asagiri,"朝霧 カフカ, 春河３５, Sango Harukawa (Illustrator)",9784041029152,paperback,read,2020/03/01,2020/03/01,2020/03/01,1,"",,,,,,,,,"",,manga,No
Os Espíritos de Gol,"Kurt Mahr, Richard Paul Neto",Kurt Mahr (Translator),,,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
A Natural History of Dragons,Marie Brennan,"",9781429956314,digital,to-read,2023/08/22,"","",0,"",,,,,,,,,"",,"",Yes
"One Piece, Vol. 54: Unstoppable",Eiichiro Oda,"",9781421534701,paperback,read,2022/07/03,2022/07/03,2022/07/03,1,"",,,,,,,,,"",,manga,No
文豪ストレイドッグス 4 [Bungō Stray Dogs 4],Kafka Asagiri,Sango Harukawa (Illustrator),9784041210932,paperback,read,2020/01/20,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
"Hikaru No Go, Vol. 15",Yumi Hotta,"",9781421521923,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
"彼女、お借りします 4 Kanojo, Okari shimasu 4","Reiji Miyajima, 宮島礼吏","",9784065112076,paperback,read,2021/11/14,2021/01/01,2021/01/01,1,"",,,,,,,,,"",,manga,No
"Black Canary, Volume 1: Kicking and Screaming",Brenden Fletcher,"Annie Wu (Illustrator), Pia Guerra (Illustrator), Sandy Jarrell (Illustrator)",9781401261177,paperback,read,2016/06/16,2016/06/16,2016/06/16,1,"",,,,,,,,,"",,graphic-novels,No
"Ranma 1/2 (2-in-1 Edition), Vol. 1",Rumiko Takahashi,"",9781421565941,paperback,read,2021/04/01,2021/04/13,2021/04/13,1,"",,,,,,,4.0,,"",,manga,No
"One Piece, Vol. 43: Legend of a Hero",Eiichiro Oda,"",9781421534596,paperback,read,2022/07/03,2022/07/03,2022/07/03,1,"",,,,,,,,,"",,manga,No
O Guia do Mochileiro das Galáxias,Douglas Adams,"Paulo Henriques Britto (Translator), Carlos Irineu da Costa (Translator)",9788599296943,paperback,read,2014/07/06,2014/07/19,2014/07/19,1,"",,,,,,,5.0,,"",,"",No
House of Secrets: Clash of the Worlds,"Ned Vizzini, Chris Columbus","",9781504732499,audio,read,2016/03/31,2018/06/13,2018/06/13,1,"",,,,,,,4.0,,"",,"",No
"Hikaru No Go, Vol. 19, Volume 19",Yumi Hotta,"",9781421528243,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
Lady Killer,Jamie Rich,Joëlle Jones (Illustrator),9781616557577,paperback,read,2015/06/24,2015/07/14,2015/07/14,1,"",,,,,,,4.0,,"",,graphic-novels,No
"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,"Ralph Leighton, Bill Gates (Contributor)",9780393355628,paperback,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,on-hold,Yes
Dracula,Bram Stoker,"",9780525951629,hardcover,read,2013/08/06,"","",1,"",,,,,,,4.0,,"",,"",No
Killers of a Certain Age,Deanna Raybourn,"",9780593200698,digital,to-read,2023/09/05,"","",0,"",,,,,,,,,"",,"",Yes
The Heiress of Linn Hagh,Karen Charlton,"",,,read,2016/02/08,2016/02/26,2016/02/26,1,"",,,,,,,5.0,,"",,"",No
O Planeta do Sol Moribundo,"Kurt Mahr, Richard Paul Neto",Kurt Mahr (Translator),,,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
"Mieruko-Chan, Vol. 1",Tomoki Izumi,"",9781975317584,digital,read,2021/04/28,2021/04/30,2021/04/30,1,"",,,,,,,4.0,,"",,manga,Yes
She Is a Haunting,Trang Thanh Tran,"",9781547610815,hardcover,read,2023/01/27,2023/03/05,2023/03/05,1,"",,,,,,,5.0,,"",,"",Yes
Tales for Twilight: Two Hundred Years of Scottish Ghost Stories,Alistair Kerr,"",9781846975264,hardcover,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
The Moving Finger,Agatha Christie,"",9780007120840,paperback,read,2016/05/04,2016/05/04,2016/05/04,1,"",,,,,,,4.0,,"",,"",No
Little Siberia,Antti Tuomainen,David Hackston (Translator),9781912374519,paperback,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
ブラッククローバー 13 [Burakku Kurōbā 13],Yûki Tabata,"",9784088812106,paperback,read,2022/07/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
"One Piece, Vol. 59: The Death of Portgas D. Ace",Eiichiro Oda,"",9781421539591,paperback,read,2022/07/03,2022/07/03,2022/07/03,1,"",,,,,,,,,"",,manga,No
ドラゴンクエストダイの大冒険新装彩録版 9: 4,"稲田浩司, 三条 陸",Kōji Inada (Illustrator),9784087925685,paperback,read,2022/07/18,"","",1,"",,,,,,,,,"",,manga,No
The Tales of Beedle the Bard,J.K. Rowling,"",9780747599876,hardcover,read,2014/04/17,2007,2007,1,"",,,,,,,5.0,,"",,"",Yes
Everyone In My Family Has Killed Someone,Benjamin Stevenson,"",9780063279049,digital,to-read,2023/07/15,"","",0,"",,,,,,,,,"",,"",Yes
Dewey:Um Gato Entre Livros,Vicki Myron,Helena Londres (Translator),9788525045799,paperback,read,2013/08/06,"","",1,"",,,,,,,5.0,,"",,"",No
"One Piece, Vol. 36: The Ninth Justice",Eiichiro Oda,"",9781421534527,paperback,read,2022/05/23,2022/05/23,2022/05/23,1,"",,,,,,,,,"",,manga,No
The Anthropocene Reviewed: Essays on a Human-Centered Planet,John Green,"",9780525555216,hardcover,read,2022/01/03,2023/03/20,2023/03/20,1,"",,,,,,,5.0,,"",,"",Yes
Breaking Dawn,Stephenie Meyer,"",9780316067928,hardcover,read,2014/04/25,"","",1,"",,,,,,,4.0,,"",,"",No
The Library of the Dead,T.L. Huchu,"",9781250767776,digital,to-read,2023/07/14,"","",0,"",,,,,,,,,"",,"",Yes
The Carnivale of Curiosities,Amiee Gibbs,"",9781538723937,paperback,to-read,2023/07/12,"","",0,"",,,,,,,,,"",,"",No
Morte nas Nuvens,Agatha Christie,Henrique Guerra (Translator),9788525427670,paperback,read,2014/04/15,2014/04/26,2014/04/26,1,"",,,,,,,4.0,,"",,"",No
A Magic Steeped in Poison,Judy I. Lin,"",9781250767080,hardcover,did-not-finish,2022/07/23,"","",0,"",,,,,,,,,"",,"",No
Skulduggery Pleasant,Derek Landy,"",9780061231155,hardcover,read,2013/08/06,"","",1,"",,,,,,,5.0,,"",,"",No
Dark Shadows: The Book of Temptation,Scott Handcock,"",,,read,2015/10/06,2015/10/13,2015/10/13,1,"",,,,,,,4.0,,"",,audiobook,No
Alarma Galático,"Kurt Mahr, Richard Paul Neto",Kurt Mahr (Translator),,paperback,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
Sherlock Holmes: O cão dos Baskervilles,Arthur Conan Doyle,"",9788506056264,paperback,read,2013/08/05,"","",1,"",,,,,,,4.0,,"",,"",No
Music in the Shadows: Noir Musical Films,Sheri Chinen Biesen,"",9781421408385,paperback,to-read,2023/12/24,"","",0,"",,,,,,,,,"",,"",Yes
Tarnished and Torn,Juliet Blackwell,"",9780451240095,paperback,read,2019/01/07,2022/03/31,2022/03/31,1,"",,,,,,,3.0,,"",,"",Yes
ワンパンマン 7 [Wanpanman 7],ONE,"Yusuke Murata (Illustrator), 村田雄介 (Illustrator)",9784088802626,paperback,read,2022/07/14,2020/01/02,2020/01/02,1,"",,,,,,,,,"",,manga,No
"Don't Toy With Me, Miss Nagatoro, Vol. 1",nanashi,Kristi Fernandez (Translator),B081K9RBZB,digital,read,2021/06/27,2021/01/01,2021/01/01,1,"",,,,,,,,,"",,manga,No
見える子ちゃん 4,Tomoki Izumi,"","",digital,read,2022/01/16,2022/01/16,2022/01/16,1,"",,,,,,,4.0,,"",,manga,No
ぼくたちは勉強ができない 7 Bokutachi wa Benkyou ga Dekinai 7,Taishi Tsutsui,"",9784088815107,paperback,read,2018/12/11,"","",1,"",,,,,,,,,"",,manga,No
How To: Absurd Scientific Advice for Common Real-World Problems,Randall Munroe,"",9781529325287,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,on-hold,Yes
Everblaze,Shannon Messenger,"",9781442446007,paperback,read,2017/01/06,2017/01/06,2017/01/06,1,"",,,,,,,4.0,,"",,"",No
ドラゴンクエストダイの大冒険新装彩録版 16: 1,"稲田浩司, 三条 陸",Kōji Inada (Illustrator),9784087925753,paperback,read,2022/07/18,"","",1,"",,,,,,,,,"",,manga,No
Salvage Trouble,J.S. Morin,"",,,read,2018/04/25,2018/05/11,2018/05/11,1,"",,,,,,,4.0,,"",,"",No
O Flagelo do Esquecimento,Clark Darlton,"","",paperback,read,2021/05/08,"","",1,"",,,,,,,,,"",,"",No
ドラゴンクエストダイの大冒険新装彩録版 13: 3,"稲田浩司, 三条 陸",Kōji Inada (Illustrator),9784087925722,paperback,read,2022/07/18,"","",1,"",,,,,,,,,"",,manga,No
Zodiac Starforce Volume 1: By the Power of Astra,Kevin Panetta,Paulina Ganucheau (Illustrator),9781616559137,paperback,read,2016/04/01,2016/04/01,2016/04/01,1,"",,,,,,,4.0,,"",,graphic-novels,No
"Mieruko-chan, Vol. 6",Tomoki Izumi,"",9781975349745,paperback,read,2023/07/02,2023/01/15,2023/01/15,1,"",,,,,,,,,"",,manga,No
The Pirate's Wish,Cassandra Rose Clarke,"",9781908844279,paperback,read,2014/03/18,2014/08/29,2014/08/29,1,"",,,,,,,4.0,,"",,"",No
"Call of the Night, Vol. 3",Kotoyama,"",9781974720804,paperback,read,2023/12/25,2023/12/30,2023/12/22-2023/12/30,1,"",,,,,,,,,"",,manga,Yes
"One Piece, Vol. 23: Vivi's Adventure",Eiichiro Oda,"",9781421528441,paperback,read,2022/04/15,2022/04/01,2022/04/01,1,"",,,,,,,,,"",,manga,No
Gal Gohan Vol. 10,Marii Taiyou,"",9781648273797,paperback,read,2022/03/20,2022/03/20,2022/03/20,1,"",,,,,,,,,"",,manga,No
Perry Rhodan 46: Geschäfte mit Arkon-Stahl,Kurt Brand,"",9783845300450,digital,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
I Married My Best Friend to Shut My Parents Up,Kodama Naoko,"",9781642753288,paperback,read,2020/01/23,2020/01/23,2020/01/23,1,"",,,,,,,,,"",,manga,No
"One Piece, Vol. 18: Ace Arrives",Eiichiro Oda,"",9781421515120,paperback,read,2022/04/15,2022/04/01,2022/04/01,1,"",,,,,,,,,"",,manga,No
"One Piece, Vol. 64: 100,000 vs. 10",Eiichiro Oda,"",9781421543291,paperback,read,2022/07/08,2022/07/10,2022/07/10,1,"",,,,,,,,,"",,manga,No
"Black Clover, Vol. 24: The Beginning Of Hope And Despair","Yûki Tabata, Yûki Tabata","",,digital,read,2023/01/24,2023/01/24,2023/01/24,1,"",,,,,,,,,"",,manga,No
Atlas Obscura: An Explorer's Guide to the World's Hidden Wonders,Joshua Foer,"Dylan Thuras, Ella Morton, Maciej Potulny",9780761169086,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
Chave Secreta X,"W.W. Shols, W.W. Shols","",,,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
"Archie, Volume 1",Mark Waid,Fiona Staples (Illustrator),9781627388672,paperback,read,2016/04/08,2016/04/06,2016/04/06,1,"",,,,,,,4.0,,"",,graphic-novels,No
The Murder at the Vicarage,Agatha Christie,"",9780061749919,digital,read,2015/08/20,2015/08/30,2015/08/30,1,"",,,,,,,4.0,,"",,"",No
Deus Me Livre!,Luiz Puntel,"","",paperback,read,2021/05/06,"","",1,"",,,,,,,,,"",,"",No
A Batalha das Bestas,"Ned Vizzini, Chris Columbus",Glenda d'Oliveira (Translator),9788501065315,paperback,read,2015/03/30,2016/04/17,2016/04/17,1,"",,,,,,,4.0,,"",,"",No
Wundersmith: The Calling of Morrigan Crow,Jessica Townsend,"",9780316508926,paperback,read,2022/09/16,2022/12/03,2022/12/03,1,"",,,,,,,4.0,,"",,"",Yes
Death Bringer,Derek Landy,"",9780007326044,paperback,read,2018/07/20,2018/08/23,2018/08/23,1,"",,,,,,,4.0,,"",,"",No
"One Piece, Vol. 32: Love Song",Eiichiro Oda,"",9781421534480,paperback,read,2022/05/23,2022/05/23,2022/05/23,1,"",,,,,,,,,"",,manga,No
O Homem e o Monstro,K.H. Scheer,"","",,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
"The Mindbody Prescription: Healing the Body, Healing the Pain",John E. Sarno,"",9780446675154,paperback,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
"Don't Toy With Me, Miss Nagatoro, Vol. 6",nanashi,"",B08WX8PS4B,digital,read,2023/03/26,2023/03/25,2023/03/25,1,"",,,,,,,,,"",,manga,No
"Capitã Marvel, Vol. 2: O Céu é o Limite!",Kelly Sue DeConnick,"","",paperback,read,2015/01/16,2015/01/01,2015/01/01,1,"",,,,,,,3.0,,"",,graphic-novels,Yes
SAKAMOTO DAYS 2,"Yuto Suzuki, Yuto Suzuki","",9784088826851,paperback,read,2022/02/27,2022/02/01,2022/02/01,1,"",,,,,,,,,"",,manga,No
The Forbidden Library,Django Wexler,"",9780142426814,paperback,read,2015/09/03,2015/10/25,2015/10/25,1,"",,,,,,,4.0,,"",,"",Yes
Adventure Time: Marceline and the Scream Queens,Meredith Gran,"Liz Prince, Yuko Ota, Ananth Panagariya, Kate Leth, Polly Guo, Jen Wang, Faith Erin Hicks",9781608863136,paperback,read,2015/02/16,2015/03/01,2015/03/01,1,"",,,,,,,4.0,,"",,graphic-novels,No
Grave Peril,Jim Butcher,James Marsters (Narrator),9780979074974,audio,read,2018/02/13,2020/02/20,2020/02/20,1,"",,,,,,,4.0,,"",,"",No
"彼女、お借りします 3 Kanojo, Okarishimasu 3","Reiji Miyajima, Reiji Miyajima, 宮島礼吏","",,digital,read,2021/11/14,2021/01/01,2021/01/01,1,"",,,,,,,,,"",,manga,No
Minimum Wage Magic,Rachel Aaron,"",9781952367007,paperback,to-read,2023/07/03,"","",0,"",,,,,,,,,"",,owned-maybe,Yes
The Fear of Winter,S.C. Sterling,"",9780997017526,paperback,to-read,2023/09/05,"","",0,"",,,,,,,,,"",,"",No
"Ranma 1/2 (2-in-1 Edition), Vol. 3",Rumiko Takahashi,"",9781421566160,paperback,read,2021/04/23,2021/04/27,2021/04/27,1,"",,,,,,,4.0,,"",,manga,No
"Black Clover, Vol. 29: A Night With No Morning","Yûki Tabata, Yûki Tabata","",,digital,read,2023/01/29,2023/01/29,2023/01/29,1,"",,,,,,,4.0,,"",,manga,No
The Fellowship of the Ring ,J.R.R. Tolkien,"",9780618346257,paperback,read,2013/08/05,"","",1,"",,,,,,,5.0,,"",,"",No
Storm Front,Jim Butcher,"",9781841493985,paperback,read,2016/06/24,2016/07/12,2016/07/12,1,"",,,,,,,4.0,,"",,"",No
SAKAMOTO DAYS 6,"Yuto Suzuki, Yuto Suzuki","",9784088830728,paperback,read,2022/07/08,2022/02/01,2022/02/01,1,"",,,,,,,,,"",,manga,No
"One Piece, Vol. 25: The 100 Million Berry Man",Eiichiro Oda,"",9781421528465,paperback,read,2022/05/23,2022/03/01,2022/03/01,1,"",,,,,,,,,"",,manga,No
"Delicious in Dungeon, Vol. 4",Ryoko Kui,Taylor Engel (Translator),9780316446402,paperback,read,2018/07/15,2018/07/15,2018/07/15,1,"",,,,,,,4.0,,"",,manga,No
"Chew, Vol. 2: International Flavor",John Layman,"",9781607062608,paperback,read,2015/01/16,"","",1,"",,,,,,,,,"",,graphic-novels,No
ワンパンマン 10 [Wanpanman 10],ONE,"Yusuke Murata (Illustrator), 村田雄介 (Illustrator)",9784088805771,paperback,read,2022/07/14,2022/01/02,2022/01/02,1,"",,,,,,,,,"",,manga,No
Kiki's Delivery Service,Eiko Kadono,"Emily Balistrieri (Translator), Yuta Onoda (Illustrator)",9781984896667,hardcover,to-read,2023/11/12,"","",0,"",,,,,,,,,"",,"",No
"彼女、お借りします 1 Kanojo, Okari shimasu 1","Reiji Miyajima, 宮島礼吏","",9784065102213,paperback,read,2021/11/14,2021/01/01,2021/01/01,1,"",,,,,,,,,"",,manga,No
The Sun and the Void,Gabriela Romero Lacruz,"",9780316336444,hardcover,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
"One-Punch Man, Vol. 22: Light",ONE,Yusuke Murata,"",digital,read,2023/03/18,2023/03/18,2023/03/18,1,"",,,,,,,,,"",,manga,No
Night of the Living Dummy,R.L. Stine,"",9780439568401,paperback,read,2013/08/06,"","",1,"",,,,,,,,,"",,"",No
"The Secret Life Of Laszlo, Count Dracula",Roderick Anscombe,"",9780747517795,,read,2013/10/01,2013/01/01,2013/01/01,1,"",,,,,,,5.0,,"",,"",No
Death of a Gossip,M.C. Beaton,"",9781455501465,paperback,read,2013/08/15,2014/03/10,2014/03/10,1,"",,,,,,,4.0,,"",,"",No
Batalha no Setor Vega,K.H. Scheer,Maria M. Würth Teixeira,"",,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
Our Wives Under The Sea,Julia Armfield,"",9781529017236,hardcover,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
Magpie Murders,Anthony Horowitz,"",9780062645227,hardcover,read,2018/10/26,2018/11/22,2018/11/22,1,"",,,,,,,5.0,,"",,"",No
Wool,Hugh Howey,"",1461057205,paperback,read,2021/12/03,2022/01/03,2022/01/03,1,"",,,,,,,5.0,,"",,"",Yes
"Konosuba: God's Blessing on This Wonderful World!, Vol. 5: Crimson Magic Clan, Let's & Go!!",Natsume Akatsuki,"Kurone Mishima (Illustrator), Kevin Steinbach (Translator)",9780316468787,paperback,read,2023/12/05,2023/12/25,2023/12/03-2023/12/25,1,"",,"","","","","",4.5,"","","","",No
"One Piece, Vol. 42: Pirates vs. CP9",Eiichiro Oda,"",9781421534589,paperback,read,2022/07/03,2022/07/03,2022/07/03,1,"",,,,,,,,,"",,manga,No
"One Piece, Vol. 37: Tom",Eiichiro Oda,"",9781421534534,paperback,read,2022/05/23,2022/05/23,2022/05/23,1,"",,,,,,,,,"",,manga,No
The House Witch,Delemhach,"",9781039410251,paperback,to-read,2023/09/21,"","",0,"",,,,,,,,,"",,"",No
Keeper of the Lost Cities,Shannon Messenger,"",9781442445949,paperback,read,2016/09/29,2016/10/08,2016/10/08,1,"",,,,,,,5.0,,"",,"",No
Harry Potter e as Relíquias da Morte,J.K. Rowling,Lia Wyler (Translator),9788532522610,paperback,read,2014/04/17,2007,2007,1,"",,,,,,,5.0,,"",,"",Yes
Adventure Time with Fionna & Cake Vol. 1,Natasha Allegri,"Kate Leth, Lucy Knisley, ND Stevenson",9781782760528,paperback,read,2015/03/23,2015/06/14,2015/06/14,1,"",,,,,,,4.0,"These characters were present in the 9th episode of season 3. Basically a gender-swapped version of the cartoon, but instead of only being the same characters with only a new design, they are new ones, based on the originals. I really liked this new versions, and do hope that they appear more both on comics and on cartoon.<br><br>The story is some kind of a fairy tale, but with twists and the craziness that we Adventure Time fans just love. As well as in the cartoon, we have a lot of kid's jokes (like poop jokes), but the story as a whole is something that adults can enjoy a lot too.<br><br>The drawings and colors are wonderful, and although the lettering might be distracting for some people, I found them to complement the illustrations, making the visuals a whole.","",,graphic-novels,No
"One Piece, Volume 21: Utopia",Eiichiro Oda,"",B00F3HJ8PI,digital,read,2022/04/15,2022/04/01,2022/04/01,1,"",,,,,,,,,"",,manga,No
Harry Potter e o Cálice de Fogo,J.K. Rowling,Lia Wyler (Translator),9788532512529,paperback,read,2014/04/17,2002,2002,1,"",,,,,,,5.0,,"",,"",Yes
"The Big Picture: On the Origins of Life, Meaning, and the Universe Itself",Sean Carroll,"",9780525954828,hardcover,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
Later,Stephen King,"",9781789096491,paperback,read,2021/08/28,2021/09/28,2021/09/28,1,"",,,,,,,5.0,,"",,"",No
"Soul Eater NOT!, Vol. 5",Atsushi Ohkubo,"",9780316305020,paperback,read,2016/02/21,2016/02/20,2016/02/20,1,"",,,,,,,,,"",,manga,No
"Hikaru No Go, Vol. 11",Yumi Hotta,"",9781421510682,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
"One Piece, Vol. 10: OK, Let's Stand Up!",Eiichiro Oda,"",9781421504063,paperback,read,2022/04/15,2022/04/01,2022/04/01,1,"",,,,,,,,,"",,manga,No
Anatomy: A Love Story,Dana Schwartz,"","",hardcover,read,2022/05/20,2022/06/05,2022/06/05,1,"",,,,,,,4.0,,"",,"",Yes
Caught Dead Handed,Carol J. Perry,"",9781617733697,paperback,read,2015/03/26,2015/04/15,2015/04/15,1,"",,,,,,,5.0,,"",,"",No
The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,"",9781491973844,digital,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,on-hold,Yes
"Hikaru No Go, Vol. 5",Yumi Hotta,"",9781591166894,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
The Lighthouse Witches,C.J. Cooke,"",9780008354701,paperback,read,2021/10/06,2021/11/10,2021/11/10,1,"",,,,,,,4.0,,"",,"",Yes
Revival Volume 2: Live Like You Mean It,Tim Seeley,"",9781607067542,paperback,read,2015/10/30,2015/12/16,2015/12/16,1,"",,,,,,,4.0,,"",,graphic-novels,No
Unlocked,Shannon Messenger,"","",,read,2023/01/24,2023/02/24,2023/02/24,1,"",,,,,,,4.0,,"",,"",No
Warlord of Mars: Dejah Thoris Volume 3 - The Boora Witch,Robert Place Napton,"",9781606903766,paperback,read,2015/01/16,"","",1,"",,,,,,,3.0,,"",,graphic-novels,No
ぼくたちは勉強ができない 5 [Bokutachi wa Benkyou ga Dekinai 5],Taishi Tsutsui,"",9784088813424,paperback,read,2018/12/11,"","",1,"",,,,,,,,,"",,manga,No
The Sad Ghost Club,Lize Meddings,"",9781444957358,paperback,read,2021/04/03,2022/08/06,2022/08/06,1,"",,,,,,,5.0,,"",,"",Yes
